City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Kabwe,ZM,-14.4469,28.4464,63.64,75,11,5.46,few clouds
472,San Juan,AR,-31.5375,-68.5364,81.99,35,4,5.5,clear sky
473,Tecoanapa,MX,16.5167,-98.75,88.0,39,0,6.76,clear sky
474,Sabya,SA,17.1495,42.6254,84.2,70,20,14.97,few clouds
475,Awbari,LY,26.5921,12.7805,80.8,9,0,10.92,clear sky
476,Allapalli,IN,19.4167,80.0667,88.99,13,10,0.74,clear sky
477,Dalbandin,PK,28.8947,64.4101,83.52,10,0,8.19,clear sky
478,Huai Thalaeng,TH,14.997,102.6475,90.0,79,86,6.58,overcast clouds
479,Klaksvik,FO,62.2266,-6.589,44.6,87,20,35.68,few clouds
480,Inirida,CO,3.8653,-67.9239,86.43,65,100,0.36,overcast clouds
481,San Felipe,VE,10.3399,-68.7425,89.19,48,100,3.09,overcast clouds
482,Muros,ES,42.7762,-9.0603,70.0,51,0,12.59,clear sky
483,Ivankiv,UA,50.9386,29.8943,46.4,42,78,4.47,broken clouds
484,Asau,RO,46.4333,26.4,39.0,66,100,1.5,light rain
485,Fairbanks,US,64.8378,-147.7164,17.01,92,90,4.61,light snow
486,Metro,ID,-5.1131,105.3067,74.79,91,93,4.05,overcast clouds
487,Santa Cruz,BO,-17.8,-63.1667,86.0,58,75,5.75,broken clouds
488,Barcelos,PT,41.5388,-8.6151,75.0,68,0,11.5,clear sky
489,Bowen,AU,-20.0167,148.2333,73.4,88,75,9.22,broken clouds
490,Carnwath,GB,55.7004,-3.6258,59.0,51,36,5.01,scattered clouds
491,Alekseyevka,RU,50.6309,38.6903,37.58,91,92,4.43,overcast clouds
492,Kabinda,CD,-6.1333,24.4833,72.19,85,98,4.38,overcast clouds
493,Berettyoujfalu,HU,47.2167,21.55,50.0,46,20,5.75,few clouds
494,Roald,NO,62.5833,6.1333,44.6,70,90,19.57,overcast clouds
495,Huilong,CN,31.8111,121.655,53.01,91,100,17.6,overcast clouds
496,Alzey,DE,49.7517,8.1161,55.0,38,82,10.33,broken clouds
497,Biak,ID,-0.9131,122.8766,78.15,77,85,4.43,overcast clouds
498,Pascagoula,US,30.3658,-88.5561,66.2,39,1,8.05,clear sky
499,Peniche,PT,39.3558,-9.3811,59.0,85,17,5.99,few clouds
500,Taseyevo,RU,57.2169,94.8978,33.48,97,100,9.4,light snow
501,Oussouye,SN,12.485,-16.5469,100.4,78,0,4.61,clear sky
502,Pasighat,IN,28.0667,95.3333,68.11,58,6,5.88,clear sky
503,Pemangkat,ID,1.1667,108.9667,76.93,83,80,5.57,broken clouds
504,Nouakchott,MR,18.0858,-15.9785,89.6,31,8,20.71,sand
505,Kutum,SD,14.2,24.6667,79.25,13,12,12.88,few clouds
506,Grand Gaube,MU,-20.0064,57.6608,81.0,77,4,3.0,clear sky
507,Deniliquin,AU,-35.5333,144.9667,63.0,68,0,6.76,clear sky
508,Manta,EC,-0.95,-80.7333,84.2,74,40,9.22,scattered clouds
509,Orguz,BA,43.7739,16.8639,26.01,90,100,28.01,overcast clouds
510,Kampot,KH,10.6167,104.1833,80.6,83,40,1.14,scattered clouds
511,Curup,ID,-3.4667,102.5333,67.5,98,96,2.44,overcast clouds
512,Havoysund,NO,70.9963,24.6622,33.8,75,90,13.8,light snow
513,Birin,NP,26.8865,88.0718,73.4,64,20,2.3,haze
514,Sitka,US,57.0531,-135.33,33.8,100,75,1.23,broken clouds
515,El Dorado,US,38.7666,-120.5177,69.01,27,1,3.44,clear sky
516,Coquimbo,CL,-29.9533,-71.3436,62.6,77,40,14.97,scattered clouds
517,Atherton,GB,53.5237,-2.4935,57.0,55,9,1.01,clear sky
518,Chama,CH,47.1821,8.4636,48.2,49,75,6.91,broken clouds
519,Lata,PT,40.1629,-8.3327,64.0,86,39,1.99,scattered clouds
520,Robore,BO,-18.3333,-59.75,86.0,66,20,3.65,few clouds
521,Miri,MY,4.4148,114.0089,77.0,100,40,4.61,scattered clouds
522,Sorland,NO,67.667,12.6934,40.62,81,100,23.2,overcast clouds
523,Kasulu,TZ,-4.5767,30.1025,75.2,83,75,2.71,light rain
524,Orange Cove,US,36.6244,-119.3137,62.01,67,1,3.69,clear sky
525,Kingstown,VC,13.1587,-61.2248,80.6,74,75,16.11,broken clouds
526,Stromness,GB,58.965,-3.296,46.4,81,75,20.71,broken clouds
527,Moranbah,AU,-22.0016,148.0466,68.29,83,64,18.95,broken clouds
528,La Asuncion,VE,11.0333,-63.8628,82.4,74,6,19.57,clear sky
529,Sisophon,KH,13.5859,102.9737,85.08,54,100,4.21,overcast clouds
530,Pringsewu,ID,-5.3582,104.9744,73.98,95,100,1.39,overcast clouds
531,Aykhal,RU,66.0,111.5,-20.74,100,99,3.53,overcast clouds
532,Kapoeta,SS,4.7717,33.5903,80.17,59,100,5.57,overcast clouds
533,Seryshevo,RU,51.0933,128.3786,27.27,53,4,5.32,clear sky
534,Manokwari,ID,-0.8667,134.0833,78.37,82,100,5.66,overcast clouds
535,Manggar,ID,-2.8833,108.2667,80.19,80,46,5.19,scattered clouds
536,Acapulco,MX,16.8634,-99.8901,89.6,35,1,3.44,smoke
537,Saucillo,MX,28.0167,-105.2833,80.58,25,0,9.1,clear sky
538,Tondano,ID,1.3038,124.9112,77.0,94,20,2.3,few clouds
539,La Union,PE,-5.4,-80.75,85.6,47,61,5.79,broken clouds
540,Veraval,IN,20.9,70.3667,79.07,79,2,8.5,clear sky
541,La Crosse,US,43.8014,-91.2396,59.0,41,1,7.05,clear sky
542,Mackay,AU,-21.15,149.2,71.01,100,90,13.8,overcast clouds
543,Honningsvag,NO,70.9821,25.9704,34.32,79,99,31.32,light snow
544,Tupik,RU,54.4253,119.9327,15.55,91,96,4.61,overcast clouds
545,Englewood,US,39.6478,-104.9878,69.01,19,3,1.99,clear sky
546,Kyra,RU,49.5776,111.9753,28.74,64,11,4.85,few clouds
547,Amurzet,RU,47.6967,131.0981,30.74,33,0,9.44,clear sky
548,Padang,ID,-0.9492,100.3543,75.2,94,75,11.5,light rain
549,Marco,US,25.9726,-81.729,73.0,43,1,11.5,clear sky
550,Olga,RU,43.7444,135.2892,36.66,47,100,4.61,overcast clouds
551,Rocha,UY,-34.4833,-54.3333,72.77,64,91,8.97,overcast clouds
552,Vao,NC,-22.6667,167.4833,75.83,80,100,26.6,overcast clouds
553,Rusape,ZW,-18.5278,32.1284,60.87,64,10,4.0,clear sky
554,Dwarka,IN,22.2394,68.9678,81.05,68,4,12.3,clear sky
555,Santa Marta De Tormes,ES,40.9506,-5.6272,68.0,42,40,9.22,scattered clouds
556,Mundra,IN,22.85,69.7333,81.16,61,0,13.56,clear sky
557,Stolin,BY,51.8912,26.846,39.72,74,98,6.06,overcast clouds
558,Navalcarnero,ES,40.2891,-4.012,62.6,51,75,12.66,heavy intensity rain
559,Etchoropo,MX,26.7667,-109.6667,80.04,20,0,8.28,clear sky
560,Johnson City,US,36.3134,-82.3535,53.01,16,1,6.91,clear sky
561,Bignona,SN,12.8103,-16.2264,100.4,28,0,9.22,clear sky
562,Rundu,NA,-17.9333,19.7667,74.01,43,3,4.94,clear sky
563,Sandnessjoen,NO,66.0217,12.6316,42.8,87,90,18.41,light rain
564,Buchanan,LR,5.8808,-10.0467,89.6,66,20,5.75,haze
565,Follonica,IT,42.9263,10.7616,62.01,87,41,3.47,scattered clouds
566,Raudeberg,NO,61.9875,5.1352,44.01,82,99,21.94,overcast clouds
567,Dulag,PH,10.9525,125.0317,76.95,87,42,4.32,scattered clouds
568,Borgo San Dalmazzo,IT,44.333,7.4858,60.8,51,75,9.22,light rain
569,Makokou,GA,0.5738,12.8642,73.54,94,87,1.61,moderate rain
570,Avdiyivka,UA,48.1399,37.7426,39.69,88,100,8.81,overcast clouds
571,Japura,ID,-0.3167,102.35,74.43,95,83,2.64,light rain
572,Basoko,CD,1.2391,23.616,76.24,74,88,0.65,overcast clouds
573,Mudbidri,IN,13.0833,74.9833,82.4,69,20,3.44,few clouds
574,Cabimas,VE,10.3883,-71.4399,85.35,66,98,9.48,overcast clouds
575,Belaya Gora,RU,68.5333,146.4167,-20.81,99,45,3.06,scattered clouds
576,Bara,NG,10.3744,10.7288,95.45,10,28,9.24,scattered clouds
577,Shaoguan,CN,24.8,113.5833,65.12,71,34,5.26,scattered clouds
578,Genhe,CN,50.7833,121.5167,24.3,77,66,4.07,light snow
579,Dolores,AR,-36.3132,-57.6792,74.62,57,72,6.06,broken clouds
580,Comodoro Rivadavia,AR,-45.8667,-67.5,68.0,40,0,12.66,clear sky
581,Tiznit,MA,29.5833,-9.5,61.97,62,0,11.54,clear sky
582,Rockport,US,28.0206,-97.0544,75.2,53,1,13.8,clear sky
583,Dawson Creek,CA,55.7666,-120.2362,35.6,60,40,6.91,scattered clouds
584,Esik,KZ,43.3552,77.4525,35.6,75,20,2.24,smoke
585,Vallenar,CL,-28.5708,-70.7581,81.72,30,99,6.38,overcast clouds
586,Kokoda,PG,-8.8785,147.7407,74.37,97,100,1.12,overcast clouds
587,Shelburne,CA,44.0787,-80.2041,46.99,34,99,15.3,overcast clouds
588,Kapit,MY,2.0167,112.9333,72.95,95,100,1.16,overcast clouds
589,Fuerte Olimpo,PY,-21.0415,-57.8738,98.53,28,98,2.33,overcast clouds
590,Mapiripan,CO,2.8892,-72.1256,86.38,62,89,1.72,overcast clouds
591,Meiganga,CM,6.5167,14.3,81.16,19,100,5.41,overcast clouds
592,Calama,CL,-22.4667,-68.9333,71.6,20,0,17.27,clear sky
593,Bardiyah,LY,31.7561,25.0865,64.78,47,0,6.35,clear sky
594,Usta Muhammad,PK,28.1794,68.0445,88.77,8,0,8.86,clear sky
595,Yatou,CN,37.15,122.3833,43.99,49,52,22.88,broken clouds
596,Brits,ZA,-25.6347,27.7802,80.6,31,0,6.91,clear sky
597,Bama,NG,11.5221,13.6856,90.45,9,8,13.09,clear sky
598,Nizhnevartovsk,RU,60.9344,76.5531,35.6,100,90,8.95,light snow
599,Gornopravdinsk,RU,60.05,69.9,34.39,89,100,9.33,overcast clouds
600,Pinerovka,RU,51.562,43.0689,35.46,98,100,9.78,light rain
601,Palmer,US,42.1584,-72.3287,44.01,19,1,9.22,clear sky
602,Hami,CN,42.8,93.45,54.43,11,100,5.14,overcast clouds
603,Dali,CN,25.7,100.1833,55.74,32,55,4.27,broken clouds
604,San Esteban,HN,15.2,-85.75,80.6,61,75,2.3,broken clouds
605,Ponta Delgada,PT,37.7333,-25.6667,62.6,82,75,20.71,broken clouds
606,Quatre Cocos,MU,-20.2078,57.7625,81.0,83,40,8.05,light rain
607,Nemuro,JP,43.3236,145.575,39.42,93,100,13.76,light rain
608,Nakamura,JP,32.9833,132.9333,61.61,94,100,4.47,overcast clouds
609,Pithoragarh,IN,29.5833,80.2167,49.77,13,0,4.79,clear sky
610,Northam,GB,51.0333,-4.2167,52.0,50,3,1.01,clear sky
611,Oranjemund,NA,-28.55,16.4333,63.82,77,0,11.14,clear sky
612,Emba,KZ,48.8264,58.1442,39.88,85,85,8.03,overcast clouds
613,Swan Hill,AU,-35.3378,143.5544,68.31,39,0,6.49,clear sky
614,Marinette,US,45.1,-87.6307,53.6,37,1,4.61,clear sky
615,Snasa,NO,64.2457,12.3778,38.82,94,99,20.22,overcast clouds
616,Nizwa,OM,22.9333,57.5333,88.54,10,3,2.3,clear sky
617,Emerald,AU,-23.5333,148.1667,69.8,88,75,10.36,broken clouds
618,Thinadhoo,MV,0.5333,72.9333,83.41,76,60,15.88,broken clouds
619,Buala,SB,-8.145,159.5921,80.71,80,97,5.17,overcast clouds
620,Cheney,US,47.4874,-117.5758,50.0,57,90,5.75,overcast clouds
621,Pandan,PH,14.0453,124.1694,78.57,86,42,9.17,scattered clouds
622,Loukhi,RU,66.0764,33.0381,27.73,93,78,4.27,broken clouds
623,Maxixe,MZ,-23.8597,35.3472,80.6,61,20,6.91,few clouds
624,Dalsingh Sarai,IN,25.6667,85.8333,80.8,5,2,8.59,clear sky
625,Cozumel,MX,20.5083,-86.9458,80.6,54,75,16.11,broken clouds
626,Chicama,PE,-7.8447,-79.1469,69.8,88,74,8.05,fog
627,Slave Lake,CA,55.2834,-114.769,32.0,80,1,2.3,clear sky
628,Vila,PT,42.0304,-8.1588,69.01,52,0,8.01,clear sky
629,Sibolga,ID,1.7427,98.7792,76.69,90,100,5.14,moderate rain
630,Puno,PE,-15.8333,-70.0333,55.4,47,40,8.05,scattered clouds
631,Gazanjyk,TM,39.2446,55.5154,57.74,69,98,3.98,overcast clouds
632,Marsa Matruh,EG,31.3525,27.2453,68.0,42,0,9.22,clear sky
633,Never,FR,46.9896,3.159,54.0,47,0,16.11,clear sky
634,Tayu,ID,-6.5397,111.0518,79.32,86,87,7.81,overcast clouds
635,Talacogon,PH,8.4167,125.8,72.59,98,77,0.67,broken clouds
636,Yangambi,CD,0.8102,24.4336,72.7,85,96,1.79,overcast clouds
637,Klaeng,TH,12.7797,101.6483,89.01,88,100,8.66,overcast clouds
638,Qasigiannguit,GL,68.8193,-51.1922,6.8,66,90,12.66,overcast clouds
639,Paragominas,BR,-2.9667,-47.4833,88.81,57,63,3.02,broken clouds
640,Magadan,RU,59.5667,150.8,17.96,65,100,21.92,overcast clouds
641,Baykit,RU,61.67,96.37,24.08,98,100,1.1,overcast clouds
642,Xiamen,CN,24.4798,118.0819,69.8,94,90,8.95,mist
643,Bulawayo,ZW,-20.15,28.5833,70.11,47,13,8.72,few clouds
644,Bulgan,MN,48.8125,103.5347,31.78,22,7,5.59,clear sky
645,Payo,ID,-3.7508,103.6372,72.9,96,100,1.14,overcast clouds
646,Concordia,AR,-31.393,-58.0209,78.01,60,46,3.0,scattered clouds
647,Fuling,CN,29.7022,107.3919,57.07,89,71,1.45,broken clouds
648,Alyangula,AU,-13.8483,136.4192,79.27,73,78,8.37,broken clouds
649,Yining,CN,29.0361,114.5636,53.38,93,100,1.92,overcast clouds
650,Adrar,MR,20.5022,-10.0711,100.18,4,87,9.15,overcast clouds
651,Manjacaze,MZ,-24.7117,33.8828,73.98,72,50,11.03,scattered clouds
652,Mangrol,IN,21.1167,70.1167,79.2,78,1,8.34,clear sky
653,Terme,TR,41.2092,36.9739,51.8,82,75,8.05,broken clouds
654,Komsomolskiy,UZ,40.4272,71.7189,50.0,46,68,4.61,broken clouds
655,Darab,IR,28.7519,54.5444,72.5,19,29,3.24,scattered clouds
656,Fort Nelson,CA,58.8053,-122.7002,19.4,63,40,4.61,scattered clouds
657,Gizycko,PL,54.0381,21.7644,36.34,95,98,12.24,overcast clouds
658,Urumqi,CN,43.801,87.6005,46.4,53,0,2.24,clear sky
659,Catuday,PH,16.2923,119.8062,78.31,83,7,3.74,clear sky
660,Belogorsk,RU,50.9158,128.4611,27.79,52,2,5.48,clear sky
661,Finschhafen,PG,-6.6024,147.8681,78.42,87,100,5.88,heavy intensity rain
662,Singapore,SG,1.2897,103.8501,80.6,89,75,2.3,heavy intensity rain
663,Pierre,US,44.3683,-100.351,70.0,33,1,12.66,clear sky
664,Mufumbwe,ZM,-13.6833,24.8,66.96,73,44,4.41,scattered clouds
665,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,92.61,32,100,5.3,overcast clouds
666,Dudinka,RU,69.4058,86.1778,-20.83,92,12,4.56,few clouds
667,Westport,US,41.1415,-73.3579,46.0,24,1,13.8,clear sky
668,Port Hedland,AU,-20.3167,118.5667,75.2,69,39,8.05,scattered clouds
669,Kawalu,ID,-7.3817,108.2082,72.79,94,85,2.46,overcast clouds
670,Visby,SE,57.6409,18.296,41.0,65,31,4.61,scattered clouds
671,Bandarbeyla,SO,9.4942,50.8122,80.37,73,31,9.04,scattered clouds
672,Brae,GB,60.3964,-1.353,46.4,87,90,18.41,overcast clouds
673,Zigong,CN,29.3416,104.7769,56.84,78,38,6.38,light rain
674,Jalapa,MX,19.5333,-96.9167,62.01,68,73,5.48,broken clouds
675,Mirandopolis,BR,-21.1336,-51.1017,91.92,24,4,7.29,clear sky
676,Esna,EG,25.2934,32.554,80.6,14,0,3.44,clear sky
677,Dodge City,US,37.7528,-100.0171,71.01,44,1,9.22,clear sky
678,Traverse City,US,44.7631,-85.6206,51.8,35,40,8.05,scattered clouds
679,Kerman,IR,30.2832,57.0788,77.0,18,75,18.41,broken clouds
680,Garden City,US,42.3256,-83.331,51.8,34,75,23.02,broken clouds
681,Kingman,US,35.1894,-114.053,75.0,17,1,1.36,clear sky
682,De-Kastri,RU,51.4667,140.7833,28.22,82,86,17.87,light snow
683,Alice Springs,AU,-23.7,133.8833,60.8,72,0,4.61,clear sky
684,Saint-Francois,FR,46.4154,3.9054,55.99,38,0,17.27,clear sky
685,Metu,ET,8.3,35.5833,66.76,68,99,4.65,overcast clouds
686,Serenje,ZM,-13.2325,30.2352,62.37,90,19,6.46,few clouds
687,Liverpool,GB,53.4106,-2.9779,55.4,58,0,8.05,clear sky
688,Baruun-Urt,MN,46.6806,113.2792,35.01,32,57,10.78,broken clouds
689,Pitanga,BR,-24.7572,-51.7614,79.47,40,0,2.19,clear sky
690,Keuruu,FI,62.2667,24.7,41.0,48,0,5.75,clear sky
691,San Carlos De Bariloche,AR,-41.1456,-71.3082,69.01,58,0,4.32,clear sky
692,Yungay,PE,-9.1383,-77.7436,67.89,58,76,4.05,light rain
693,Lacombe,CA,52.4668,-113.7353,37.4,52,100,6.91,overcast clouds
694,Siguiri,GN,11.6667,-9.5,103.64,4,27,4.32,scattered clouds
695,Severo-Yeniseyskiy,RU,60.3725,93.0408,27.25,94,100,10.45,light snow
696,Tual,ID,-5.6667,132.75,82.47,74,99,6.85,overcast clouds
697,Naberera,TZ,-4.2,36.9333,64.96,86,94,9.1,overcast clouds
698,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,83.71,64,100,3.09,overcast clouds
699,Antalaha,MG,-14.9003,50.2788,76.24,89,21,7.14,light rain
700,Usinsk,RU,65.9939,57.5281,20.57,96,100,4.5,overcast clouds
701,Las Matas De Farfan,DO,18.8731,-71.5166,86.04,43,61,4.99,broken clouds
702,Yuyao,CN,30.05,121.1494,57.99,82,90,11.18,overcast clouds
703,Tabou,CI,4.423,-7.3528,83.21,71,65,8.84,broken clouds
704,Seoul,KR,37.5683,126.9778,51.8,93,90,10.36,light rain
705,Bilibino,RU,68.0546,166.4372,-23.8,95,90,5.08,overcast clouds
706,Otavi,NA,-19.65,17.3333,72.21,44,3,6.33,clear sky
707,Hirara,JP,24.8,125.2833,73.72,83,92,18.12,overcast clouds
708,Puerto Del Rosario,ES,28.5004,-13.8627,69.8,60,20,18.41,few clouds
